Store,Store_type,Store_assortment,Sales,Customers,Promos,Year,Month,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
496,4,3,204922,22875,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
496,4,3,188046,21666,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
496,4,3,190318,21467,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
496,4,3,181601,21075,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
496,4,3,205437,22965,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
496,4,3,203754,23795,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
496,4,3,186616,21561,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
496,4,3,171700,19729,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
496,4,3,187358,20288,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
496,4,3,214845,21723,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
497,1,3,213293,27519,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
497,1,3,204038,25337,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
497,1,3,235309,28868,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
497,1,3,217499,27788,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
497,1,3,208751,26209,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
497,1,3,207962,26518,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
497,1,3,243688,29670,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
497,1,3,232449,29928,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
497,1,3,206497,26544,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
497,1,3,219150,28138,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
497,1,3,230461,29011,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
497,1,3,270405,31155,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
499,3,3,116983,17196,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
499,3,3,103300,15762,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
499,3,3,119829,17840,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
499,3,3,115837,17282,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
499,3,3,110890,16409,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
499,3,3,103191,15565,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
499,3,3,116833,17282,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
499,3,3,111509,16727,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
499,3,3,120435,17783,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
499,3,3,122606,18480,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
499,3,3,127583,18719,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
499,3,3,143220,19737,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
502,1,1,250419,35737,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
502,1,1,238219,33973,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
502,1,1,281643,38784,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
502,1,1,258871,37703,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
502,1,1,259192,36516,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
502,1,1,262005,39075,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
502,1,1,285340,39708,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
502,1,1,303512,43902,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
502,1,1,273821,39657,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
502,1,1,258857,38043,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
502,1,1,276080,40129,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
502,1,1,338408,44270,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
503,4,3,145024,10978,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
503,4,3,135667,10154,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
503,4,3,175242,12474,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
503,4,3,143656,10721,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
503,4,3,153104,11377,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
503,4,3,139391,10238,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
503,4,3,175707,12475,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
503,4,3,163722,12256,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
503,4,3,145764,10747,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
503,4,3,155379,11185,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
503,4,3,170585,12017,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
503,4,3,206458,13653,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
504,3,3,160248,24081,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
504,3,3,159210,23636,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
504,3,3,178941,25452,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
504,3,3,161690,24315,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
504,3,3,163852,24147,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
504,3,3,162771,23794,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
504,3,3,175190,24817,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
504,3,3,173905,25839,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
504,3,3,149348,22689,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
504,3,3,160222,23807,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
504,3,3,165881,24442,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
504,3,3,189426,25281,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
505,1,1,109335,14786,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
505,1,1,104790,13616,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
505,1,1,125101,15842,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
505,1,1,116237,14919,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
505,1,1,108796,13965,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
505,1,1,108156,14446,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
505,1,1,128439,15946,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
505,1,1,115352,14438,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
505,1,1,111254,14307,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
505,1,1,120884,15350,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
505,1,1,122239,15154,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
505,1,1,136177,16182,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
506,1,1,191064,22163,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
506,1,1,176591,20124,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
506,1,1,204493,22709,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
506,1,1,191298,21843,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
506,1,1,186062,20771,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
506,1,1,181459,20559,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
506,1,1,221783,23986,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
506,1,1,191344,21372,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
506,1,1,176343,20178,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
506,1,1,189946,22041,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
506,1,1,181207,20409,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
506,1,1,214223,22950,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
507,1,3,190708,15287,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
507,1,3,185042,15032,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
507,1,3,224616,17666,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
507,1,3,196917,16063,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
507,1,3,199526,16305,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
507,1,3,194108,15828,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
507,1,3,228071,17827,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
507,1,3,214174,17054,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
507,1,3,199690,16737,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
507,1,3,205188,16501,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
507,1,3,211761,16569,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
507,1,3,248328,18748,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
508,1,3,142470,14790,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
508,1,3,128269,13318,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
508,1,3,167203,16335,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
508,1,3,143777,14972,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
508,1,3,142954,14572,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
508,1,3,137158,14238,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
508,1,3,170358,16810,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
508,1,3,158825,16024,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
508,1,3,141199,15179,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
508,1,3,152057,15856,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
508,1,3,156018,15274,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
508,1,3,200333,18629,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
509,1,1,149536,13225,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
509,1,1,141622,12538,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
509,1,1,167596,14145,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
509,1,1,147247,12932,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
509,1,1,145655,12632,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
509,1,1,150693,13098,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
509,1,1,172446,14194,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
509,1,1,158197,14139,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
509,1,1,143498,12661,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
509,1,1,143648,12730,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
509,1,1,154935,13176,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
509,1,1,182850,15200,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
510,1,3,192119,20840,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
510,1,3,184854,20039,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
510,1,3,212551,21712,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
510,1,3,200541,22067,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
510,1,3,193979,20890,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
510,1,3,194373,21130,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
510,1,3,232548,23966,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
510,1,3,212280,21790,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
510,1,3,193225,21863,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
510,1,3,204457,22244,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
510,1,3,203518,21190,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
510,1,3,254214,24441,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
511,1,1,140677,20533,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
511,1,1,130976,19197,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
511,1,1,145092,21048,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
511,1,1,136498,20044,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
511,1,1,135567,19658,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
511,1,1,134756,19425,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
511,1,1,137081,19710,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
511,1,1,138660,20830,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
511,1,1,130311,19274,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
511,1,1,135897,20309,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
511,1,1,149145,21618,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
511,1,1,160043,22183,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
513,1,1,474301,55204,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
513,1,1,450281,51729,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
513,1,1,522831,59185,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
513,1,1,486344,57620,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
513,1,1,484120,56066,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
513,1,1,482613,55924,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
513,1,1,503861,58500,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
513,1,1,501268,59752,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
513,1,1,414242,50207,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
513,1,1,498817,59498,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
513,1,1,483386,55653,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
513,1,1,507255,56855,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
515,4,3,204140,16992,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
515,4,3,194361,16189,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
515,4,3,234224,18862,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
515,4,3,210459,17554,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
515,4,3,208008,17302,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
515,4,3,207766,17358,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
515,4,3,242718,19622,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
515,4,3,226046,18875,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
515,4,3,206617,18036,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
515,4,3,222994,19084,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
515,4,3,232622,18828,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
515,4,3,272482,21448,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
516,1,3,127453,17746,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
516,1,3,127153,17265,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
516,1,3,148686,19535,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
516,1,3,129214,17831,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
516,1,3,127331,17153,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
516,1,3,126040,16987,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
516,1,3,151161,19490,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
516,1,3,139366,18196,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
516,1,3,127809,17834,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
516,1,3,133891,18551,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
516,1,3,145780,19176,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
516,1,3,184072,22745,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
517,1,3,9334,1303,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
517,1,3,192906,18848,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
517,1,3,153635,16964,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
517,1,3,132617,15617,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
517,1,3,132174,14839,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
517,1,3,131451,14962,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
517,1,3,159588,17485,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
517,1,3,152237,17492,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
517,1,3,125907,14756,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
517,1,3,134444,15630,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
517,1,3,140651,15915,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
517,1,3,181614,18987,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
519,3,3,121290,13728,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
519,3,3,111025,12531,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
519,3,3,147999,15416,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
519,3,3,124989,14099,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
519,3,3,126017,14127,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
519,3,3,126989,13985,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
519,3,3,148362,15574,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
519,3,3,154783,16798,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
519,3,3,118476,13608,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
519,3,3,120845,13631,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
519,3,3,142831,15107,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
519,3,3,173762,16927,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
520,1,3,87674,9787,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
520,1,3,82509,9105,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
520,1,3,95115,10167,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
520,1,3,84686,9793,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
520,1,3,89995,10097,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
520,1,3,89623,9822,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
520,1,3,117125,12686,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
520,1,3,114752,12885,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
520,1,3,82354,9273,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
520,1,3,86047,9661,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
520,1,3,102962,10540,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
520,1,3,114723,11381,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
521,4,1,117351,10084,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
521,4,1,111364,9321,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
521,4,1,129281,10785,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
521,4,1,115007,9819,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
521,4,1,126131,10546,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
521,4,1,118181,9987,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
521,4,1,140815,11581,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
521,4,1,141023,12154,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
521,4,1,120315,10238,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
521,4,1,125518,10884,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
521,4,1,133148,10767,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
521,4,1,159209,12431,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
523,3,3,476071,55112,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
523,3,3,439915,50823,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
523,3,3,515992,56963,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
523,3,3,461618,52424,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
523,3,3,465852,52078,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
523,3,3,466842,52151,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
523,3,3,479441,54026,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
523,3,3,482727,55949,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
523,3,3,440744,51258,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
523,3,3,428605,50292,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
523,3,3,405270,47277,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
523,3,3,435549,48045,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
524,1,3,188210,20996,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
524,1,3,174880,19714,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
524,1,3,216549,22841,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
524,1,3,192904,21750,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
524,1,3,201281,22785,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
524,1,3,201847,22104,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
524,1,3,233460,24508,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
524,1,3,247346,27501,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
524,1,3,200792,22690,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
524,1,3,197166,21863,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
524,1,3,228794,23750,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
524,1,3,275056,26445,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
525,4,3,263694,22327,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
525,4,3,252904,21499,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
525,4,3,286504,23359,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
525,4,3,254598,21614,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
525,4,3,271754,22465,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
525,4,3,267509,22319,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
525,4,3,285734,23679,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
525,4,3,293734,25204,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
525,4,3,250057,21739,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
525,4,3,248069,21932,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
525,4,3,252693,21836,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
525,4,3,276745,22875,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
526,1,1,251664,36124,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
526,1,1,236132,32828,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
526,1,1,268145,36073,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
526,1,1,254237,36700,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
526,1,1,255450,36598,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
526,1,1,238463,34867,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
526,1,1,279298,39096,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
526,1,1,256346,36423,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
526,1,1,233658,33851,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
526,1,1,251302,35822,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
526,1,1,277275,38414,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
526,1,1,310501,40745,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
527,4,3,247589,23707,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
527,4,3,239854,23486,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
527,4,3,280428,26321,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
527,4,3,250765,24447,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
527,4,3,255307,24341,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
527,4,3,248816,23981,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
527,4,3,293557,27241,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
527,4,3,263505,24917,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
527,4,3,241083,24067,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
527,4,3,255324,25257,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
527,4,3,261092,24713,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
527,4,3,320135,28762,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
528,1,3,256606,23419,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
528,1,3,239635,22052,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
528,1,3,281550,25379,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
528,1,3,258538,24134,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
528,1,3,255451,23393,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
528,1,3,254348,23741,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
528,1,3,297302,26291,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
528,1,3,277351,25377,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
528,1,3,253494,24266,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
528,1,3,253620,24159,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
528,1,3,257571,23597,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
528,1,3,311592,26747,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
529,4,3,171857,17836,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
529,4,3,167507,17155,10,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
529,4,3,199477,19231,15,2013,3,0,0,1,0,0,0,0,0,0,0,0,0
529,4,3,171592,17751,12,2013,4,0,0,0,1,0,0,0,0,0,0,0,0
529,4,3,177509,18102,13,2013,5,0,0,0,0,1,0,0,0,0,0,0,0
529,4,3,176346,17790,10,2013,6,0,0,0,0,0,1,0,0,0,0,0,0
529,4,3,199722,19303,13,2013,7,0,0,0,0,0,0,1,0,0,0,0,0
529,4,3,218190,22195,12,2013,8,0,0,0,0,0,0,0,1,0,0,0,0
529,4,3,172926,18148,10,2013,9,0,0,0,0,0,0,0,0,1,0,0,0
529,4,3,177725,18463,10,2013,10,0,0,0,0,0,0,0,0,0,1,0,0
529,4,3,205788,19867,10,2013,11,0,0,0,0,0,0,0,0,0,0,1,0
529,4,3,243865,22032,10,2013,12,0,0,0,0,0,0,0,0,0,0,0,1
530,1,3,68984,10226,10,2013,1,1,0,0,0,0,0,0,0,0,0,0,0
